GameDate,AwayTeam,HomeTeam,qtr,min,sec,kickteam,def,down,togo,kicker,ydline,name,distance,homekick,kickdiff,timerem,offscore,defscore,season,GOOD,Missed,Blocked
20080914,NO,WAS,1,46,32,WAS,NO,4,2,30,4,S.Suisham,22,1,0,2792,0,0,2008,1,0,0
20081103,PIT,WAS,1,56,7,WAS,PIT,4,5,30,25,S.Suisham,43,1,3,3367,3,0,2008,1,0,0
20081103,PIT,WAS,1,58,1,WAS,PIT,4,1,30,27,S.Suisham,44,1,0,3481,0,0,2008,1,0,0
20080914,NO,WAS,1,54,20,WAS,NO,4,11,30,31,S.Suisham,49,1,0,3260,0,0,2008,0,1,0
20081026,SD,NO,1,51,37,NO,SD,4,5,23,5,T.Mehlhaff,23,1,0,3097,0,0,2008,1,0,0
20081012,OAK,NO,1,49,15,NO,OAK,4,7,23,13,T.Mehlhaff,31,1,-3,2955,0,3,2008,0,1,0
20081005,IND,HOU,2,33,22,IND,HOU,4,12,15,31,A.Vinatieri,49,0,0,2002,10,10,2008,0,1,0
20081228,TEN,IND,2,40,19,IND,TEN,4,3,15,3,A.Vinatieri,21,1,10,2419,10,0,2008,1,0,0
20081116,HOU,IND,2,30,10,IND,HOU,4,1,15,14,A.Vinatieri,32,1,-7,1810,6,13,2008,1,0,0
20080907,CHI,IND,2,39,42,IND,CHI,4,4,15,16,A.Vinatieri,34,1,-4,2382,3,7,2008,1,0,0
20081228,TEN,IND,2,32,31,IND,TEN,4,4,15,20,A.Vinatieri,38,1,13,1951,13,0,2008,1,0,0
20081116,HOU,IND,2,41,39,IND,HOU,4,5,15,21,A.Vinatieri,39,1,-3,2499,3,6,2008,1,0,0
20081218,IND,JAC,2,31,6,IND,JAC,4,3,15,11,A.Vinatieri,30,0,-7,1866,7,14,2008,0,1,0
20090103,IND,SD,2,36,51,IND,SD,4,6,15,25,A.Vinatieri,43,0,0,2211,7,7,2008,1,0,0
20081116,NO,KC,2,33,39,KC,NO,4,2,18,2,C.Barth,20,1,-3,2019,7,10,2008,1,0,0
20081214,SD,KC,2,43,18,KC,SD,4,1,18,16,C.Barth,34,1,7,2598,7,0,2008,0,1,0
20081102,TB,KC,2,32,17,KC,TB,4,19,18,21,C.Barth,39,1,18,1937,21,3,2008,1,0,0
20081123,BUF,KC,2,33,27,KC,BUF,4,18,18,27,C.Barth,45,1,1,2007,14,13,2008,1,0,0
20090118,PHI,ARI,2,39,5,PHI,ARI,4,6,29,15,D.Akers,33,0,-11,2345,3,14,2008,1,0,0
20090118,PHI,ARI,2,43,34,PHI,ARI,4,4,29,29,D.Akers,47,0,-4,2614,3,7,2008,0,1,0
20080928,PHI,CHI,2,35,29,PHI,CHI,4,1,29,32,D.Akers,50,0,0,2129,14,14,2008,0,1,0
20081116,PHI,CIN,2,41,16,PHI,CIN,4,3,29,23,D.Akers,42,0,-3,2476,0,3,2008,1,0,0
20080915,PHI,DAL,2,30,49,PHI,DAL,4,4,29,4,D.Akers,22,0,6,1849,27,21,2008,1,0,0
20090104,PHI,MIN,2,37,38,PHI,MIN,4,2,29,13,D.Akers,31,0,-1,2258,6,7,2008,1,0,0
20090111,PHI,NYG,2,30,4,PHI,NYG,2,7,29,7,D.Akers,25,0,-1,1804,7,8,2008,1,0,0
20081207,PHI,NYG,2,30,7,PHI,NYG,1,10,29,14,D.Akers,32,0,10,1807,10,0,2008,1,0,1
20081109,NYG,PHI,2,30,5,PHI,NYG,2,10,29,11,D.Akers,29,1,-6,1805,14,20,2008,1,0,0
20080921,PIT,PHI,2,32,40,PHI,PIT,4,8,29,13,D.Akers,31,1,4,1960,7,3,2008,1,0,0
20081026,ATL,PHI,2,30,4,PHI,ATL,2,10,29,18,D.Akers,36,1,0,1804,7,7,2008,1,0,0
20081127,ARI,PHI,2,30,5,PHI,ARI,2,20,29,24,D.Akers,42,1,14,1805,21,7,2008,1,0,0
20081228,DAL,PHI,2,30,3,PHI,DAL,1,10,29,31,D.Akers,50,1,21,1803,24,3,2008,1,0,0
20081012,PHI,SF,2,34,35,PHI,SF,4,1,29,1,D.Akers,19,0,8,2075,14,6,2008,1,0,0
20081012,PHI,SF,2,30,1,PHI,SF,1,10,29,36,D.Akers,54,0,8,1801,17,9,2008,1,0,1
20081207,MIA,BUF,2,30,25,MIA,BUF,4,17,19,17,D.Carpenter,35,0,7,1825,10,3,2008,1,0,0
20081207,MIA,BUF,2,42,18,MIA,BUF,4,6,19,32,D.Carpenter,50,0,4,2538,7,3,2008,1,0,0
20081102,MIA,DEN,2,30,7,MIA,DEN,4,5,19,5,D.Carpenter,23,0,6,1807,13,7,2008,1,0,0
20081019,BAL,MIA,2,34,36,MIA,BAL,4,7,19,8,D.Carpenter,26,1,0,2076,3,3,2008,1,0,0
20081026,BUF,MIA,2,31,44,MIA,BUF,4,19,19,28,D.Carpenter,46,1,1,1904,7,6,2008,1,0,1
20081130,MIA,STL,2,30,3,MIA,STL,4,15,19,19,D.Carpenter,37,0,-2,1803,7,9,2008,1,0,0
20081109,NO,ATL,2,38,37,NO,ATL,4,8,24,26,G.Hartley,44,0,-11,2317,3,14,2008,1,0,0
20081116,NO,KC,2,30,2,NO,KC,4,4,24,5,G.Hartley,23,0,0,1802,10,10,2008,1,0,0
20081228,CAR,NO,2,42,39,NO,CAR,4,3,24,3,G.Hartley,21,1,-6,2559,0,6,2008,1,0,0
20081207,ATL,NO,2,30,3,NO,ATL,2,7,24,7,G.Hartley,25,1,-1,1803,13,14,2008,1,0,0
20081207,ATL,NO,2,42,9,NO,ATL,4,1,24,8,G.Hartley,26,1,7,2529,7,0,2008,1,0,0
20081124,GB,NO,2,30,6,NO,GB,3,12,24,12,G.Hartley,30,1,0,1806,21,21,2008,1,0,0
20081207,ATL,NO,2,36,15,NO,ATL,4,11,24,28,G.Hartley,46,1,3,2175,10,7,2008,1,0,0
20081207,STL,ARI,2,32,51,STL,ARI,4,11,35,24,J.Brown,42,0,-10,1971,7,17,2008,0,1,0
20080921,STL,SEA,2,32,55,STL,SEA,4,6,35,11,J.Brown,29,0,-21,1975,3,24,2008,1,0,0
20080921,STL,SEA,2,43,30,STL,SEA,4,12,35,25,J.Brown,43,0,-17,2610,0,17,2008,1,0,0
20081116,STL,SF,2,43,31,STL,SF,4,5,35,5,J.Brown,24,0,-7,2611,0,7,2008,1,0,0
20081130,MIA,STL,2,31,55,STL,MIA,4,5,35,15,J.Brown,33,1,-1,1915,6,7,2008,1,0,0
20081214,SEA,STL,2,33,51,STL,SEA,4,6,35,17,J.Brown,36,1,7,2031,14,7,2008,1,0,0
20081221,SF,STL,2,30,10,STL,SF,2,7,35,20,J.Brown,38,1,7,1810,10,3,2008,1,0,0
20081123,CHI,STL,2,45,0,STL,CHI,4,20,35,22,J.Brown,40,1,-14,2700,0,14,2008,0,1,0
20081123,CHI,STL,2,35,6,STL,CHI,4,6,35,25,J.Brown,43,1,-21,2106,0,21,2008,1,0,0
20081221,SF,STL,2,43,12,STL,SF,4,2,35,25,J.Brown,43,1,-3,2592,0,3,2008,1,0,0
20081019,DAL,STL,2,31,52,STL,DAL,4,7,35,34,J.Brown,52,1,14,1912,21,7,2008,1,0,0
20081019,DAL,STL,2,44,24,STL,DAL,4,12,35,36,J.Brown,54,1,14,2664,21,7,2008,0,1,0
20080914,NYG,STL,2,44,19,STL,NYG,4,6,35,36,J.Brown,54,1,-7,2659,0,7,2008,1,0,0
20080914,NYG,STL,2,32,0,STL,NYG,4,8,35,36,J.Brown,54,1,-7,1920,3,10,2008,1,0,0
20081123,NYG,ARI,2,36,56,NYG,ARI,4,8,25,15,J.Carney,33,0,-2,2216,7,9,2008,1,0,0
20081214,NYG,DAL,2,34,56,NYG,DAL,4,7,25,16,J.Carney,34,0,-7,2096,0,7,2008,1,0,0
20081228,NYG,MIN,2,31,7,NYG,MIN,4,8,25,12,J.Carney,30,0,-7,1867,3,10,2008,1,0,0
20081228,NYG,MIN,2,30,4,NYG,MIN,1,10,25,24,J.Carney,42,0,-4,1804,6,10,2008,1,0,0
20081228,NYG,MIN,2,39,40,NYG,MIN,4,10,25,33,J.Carney,51,0,-10,2380,0,10,2008,1,0,0
20081019,SF,NYG,2,31,56,NYG,SF,4,3,25,3,J.Carney,21,1,4,1916,14,10,2008,1,0,0
20080921,CIN,NYG,2,33,59,NYG,CIN,4,6,25,6,J.Carney,24,1,-3,2039,7,10,2008,1,0,0
20080904,WAS,NYG,2,41,3,NYG,WAS,4,4,25,6,J.Carney,25,1,10,2463,10,0,2008,1,0,0
20081005,SEA,NYG,2,44,55,NYG,SEA,4,3,25,11,J.Carney,29,1,11,2695,14,3,2008,1,0,0
20081005,SEA,NYG,2,30,52,NYG,SEA,4,1,25,15,J.Carney,33,1,21,1852,24,3,2008,1,0,0
20090111,PHI,NYG,2,31,38,NYG,PHI,4,1,25,17,J.Carney,34,1,-2,1898,5,7,2008,1,0,0
20081221,CAR,NYG,2,30,55,NYG,CAR,4,6,25,17,J.Carney,35,1,-11,1855,10,21,2008,1,0,0
20090111,PHI,NYG,2,38,58,NYG,PHI,4,10,25,28,J.Carney,46,1,-2,2338,5,7,2008,0,1,0
20081207,PHI,NYG,2,39,36,NYG,PHI,4,6,25,29,J.Carney,47,1,-3,2376,0,3,2008,1,0,1
20080904,WAS,NYG,2,32,13,NYG,WAS,4,5,25,29,J.Carney,47,1,13,1933,13,0,2008,1,0,0
20081109,NYG,PHI,2,31,52,NYG,PHI,4,4,25,8,J.Carney,26,0,3,1912,17,14,2008,1,0,0
20081026,NYG,PIT,2,33,34,NYG,PIT,4,2,25,7,J.Carney,25,0,-1,2014,6,7,2008,1,0,0
20081026,NYG,PIT,2,40,33,NYG,PIT,4,8,25,17,J.Carney,35,0,-4,2433,3,7,2008,1,0,0
20080914,NYG,STL,2,30,6,NYG,STL,3,7,25,15,J.Carney,33,0,4,1806,10,6,2008,1,0,0
20080914,NYG,STL,2,38,20,NYG,STL,4,2,25,21,J.Carney,39,0,4,2300,7,3,2008,1,0,0
20081130,NYG,WAS,2,42,6,NYG,WAS,4,9,25,20,J.Carney,38,0,10,2526,10,0,2008,1,0,0
20090103,ATL,ARI,2,40,3,ATL,ARI,4,1,2,12,J.Elam,30,0,-7,2403,0,7,2008,1,0,0
20081109,NO,ATL,2,33,9,ATL,NO,4,4,2,4,J.Elam,22,1,8,1989,14,6,2008,1,0,0
20080921,KC,ATL,2,39,19,ATL,KC,4,1,2,9,J.Elam,27,1,14,2359,14,0,2008,1,0,0
20081012,CHI,ATL,2,37,53,ATL,CHI,4,12,2,14,J.Elam,32,1,6,2273,6,0,2008,1,0,0
20081116,DEN,ATL,2,42,37,ATL,DEN,4,7,2,17,J.Elam,36,1,-4,2557,3,7,2008,1,0,0
20080928,ATL,CAR,2,42,17,ATL,CAR,4,11,2,26,J.Elam,44,0,-4,2537,3,7,2008,1,0,0
20080928,ATL,CAR,2,30,42,ATL,CAR,4,6,2,26,J.Elam,44,0,-8,1842,6,14,2008,1,0,0
20081221,ATL,MIN,2,30,7,ATL,MIN,4,3,2,3,J.Elam,22,0,7,1807,14,7,2008,1,0,0
20081102,ATL,OAK,2,36,35,ATL,OAK,4,9,2,30,J.Elam,48,0,21,2195,21,0,2008,1,0,0
20080914,ATL,TB,2,30,13,ATL,TB,4,14,2,14,J.Elam,32,0,-17,1813,0,17,2008,1,0,0
20080928,ARI,NYJ,2,33,36,NYJ,ARI,4,2,27,2,J.Feely,20,1,21,2016,21,0,2008,1,0,0
20080914,NE,NYJ,2,37,32,NYJ,NE,4,3,27,3,J.Feely,21,1,-6,2252,0,6,2008,1,0,0
20081228,MIA,NYJ,2,30,4,NYJ,MIA,4,2,27,10,J.Feely,28,1,-1,1804,6,7,2008,1,0,0
20080928,ARI,NYJ,2,30,2,NYJ,ARI,1,10,27,12,J.Feely,30,1,31,1802,31,0,2008,1,0,0
20081012,CIN,NYJ,2,41,1,NYJ,CIN,4,8,27,20,J.Feely,38,1,0,2461,7,7,2008,1,0,0
20081109,STL,NYJ,2,34,0,NYJ,STL,4,7,27,28,J.Feely,46,1,27,2040,27,0,2008,1,0,0
20081109,STL,NYJ,2,36,58,NYJ,STL,4,6,27,31,J.Feely,49,1,24,2218,24,0,2008,1,0,0
20081109,STL,NYJ,2,30,3,NYJ,STL,2,3,27,37,J.Feely,55,1,37,1803,37,0,2008,1,0,0
20081123,NYJ,TEN,2,34,4,NYJ,TEN,4,1,27,2,J.Feely,20,0,7,2044,7,0,2008,1,0,0
20081116,DET,CAR,2,30,8,DET,CAR,2,5,12,17,J.Hanson,27,0,-8,1808,13,21,2008,1,0,0
20081116,DET,CAR,2,43,4,DET,CAR,4,15,12,22,J.Hanson,40,0,7,2584,7,0,2008,1,0,0
20081116,DET,CAR,2,34,48,DET,CAR,4,8,12,38,J.Hanson,56,0,3,2088,10,7,2008,1,0,0
20081102,DET,CHI,2,31,10,DET,CHI,4,6,12,34,J.Hanson,52,0,7,1870,20,13,2008,1,0,0
20081207,MIN,DET,2,41,43,DET,MIN,4,4,12,5,J.Hanson,23,1,3,2503,3,0,2008,1,0,0
20081109,JAC,DET,2,32,29,DET,JAC,4,2,12,15,J.Hanson,33,1,-10,1949,7,17,2008,1,0,1
20080914,GB,DET,2,30,17,DET,GB,4,12,12,20,J.Hanson,38,1,-21,1817,0,21,2008,1,0,0
20081026,WAS,DET,2,40,32,DET,WAS,4,7,12,24,J.Hanson,43,1,4,2432,7,3,2008,1,0,0
20081019,DET,HOU,2,36,32,DET,HOU,4,10,12,36,J.Hanson,54,0,-21,2192,0,21,2008,1,0,0
20081012,DET,MIN,2,32,0,DET,MIN,4,19,12,21,J.Hanson,40,0,0,1920,0,0,2008,1,0,0
20080921,DET,SF,2,37,31,DET,SF,4,6,12,26,J.Hanson,44,0,-14,2251,0,14,2008,1,0,0
20081123,CAR,ATL,2,35,26,CAR,ATL,4,5,6,5,J.Kasay,23,0,-17,2126,0,17,2008,1,0,0
20081026,ARI,CAR,2,35,45,CAR,ARI,4,5,6,5,J.Kasay,23,1,-10,2145,0,10,2008,1,0,0
20080914,CHI,CAR,2,30,14,CAR,CHI,4,6,6,19,J.Kasay,37,1,-10,1814,0,10,2008,1,0,0
20081214,DEN,CAR,2,30,4,CAR,DEN,2,12,6,27,J.Kasay,44,1,7,1804,17,10,2008,1,0,0
20081019,NO,CAR,2,33,33,CAR,NO,4,10,6,30,J.Kasay,48,1,3,2013,10,7,2008,1,0,0
20081228,CAR,NO,2,37,0,CAR,NO,4,5,6,16,J.Kasay,34,0,3,2220,6,3,2008,1,0,0
20081109,CAR,OAK,2,30,4,CAR,OAK,2,10,6,36,J.Kasay,54,0,14,1804,14,0,2008,0,1,0
20080907,CAR,SD,2,30,13,CAR,SD,4,11,6,12,J.Kasay,30,0,-1,1813,6,7,2008,1,0,0
20080907,CAR,SD,2,34,28,CAR,SD,4,15,6,15,J.Kasay,33,0,-4,2068,3,7,2008,1,0,0
20080907,CAR,SD,2,42,40,CAR,SD,4,7,6,26,J.Kasay,44,0,0,2560,0,0,2008,1,0,0
20081012,CAR,TB,2,42,36,CAR,TB,4,2,6,2,J.Kasay,20,0,-14,2556,0,14,2008,1,0,0
20081130,SF,BUF,2,30,16,SF,BUF,4,1,34,32,J.Nedney,50,0,7,1816,7,0,2008,1,0,0
20080928,SF,NO,2,31,49,SF,NO,4,9,34,31,J.Nedney,49,0,-11,1909,3,14,2008,1,0,0
20080914,SF,SEA,2,37,25,SF,SEA,4,10,34,10,J.Nedney,28,0,-11,2245,3,14,2008,1,0,0
20080907,ARI,SF,2,31,56,SF,ARI,4,1,34,21,J.Nedney,39,1,-3,1916,7,10,2008,1,0,0
20081026,SEA,SF,2,37,31,SF,SEA,4,14,34,24,J.Nedney,42,1,-13,2251,0,13,2008,1,0,0
20081012,PHI,SF,2,30,34,SF,PHI,4,12,34,35,J.Nedney,53,1,-11,1834,6,17,2008,1,0,0
20081102,JAC,CIN,2,33,8,JAC,CIN,4,11,16,34,J.Scobee,52,0,-14,1988,0,14,2008,1,0,0
20081201,JAC,HOU,2,40,0,JAC,HOU,4,3,16,25,J.Scobee,43,0,-10,2400,0,10,2008,0,1,0
20080921,JAC,IND,2,42,37,JAC,IND,4,9,16,9,J.Scobee,26,0,-7,2557,0,7,2008,1,0,0
20081123,MIN,JAC,2,42,32,JAC,MIN,4,3,16,3,J.Scobee,21,1,-10,2552,7,17,2008,1,0,0
20080914,BUF,JAC,2,43,25,JAC,BUF,4,4,16,10,J.Scobee,28,1,-7,2605,0,7,2008,1,0,0
20081123,MIN,JAC,2,30,52,JAC,MIN,4,14,16,20,J.Scobee,38,1,-7,1852,10,17,2008,0,1,0
20081218,IND,JAC,2,30,6,JAC,IND,1,10,16,26,J.Scobee,44,1,7,1806,14,7,2008,1,0,0
20081123,MIN,JAC,2,32,45,JAC,MIN,4,7,16,28,J.Scobee,46,1,-7,1965,10,17,2008,0,1,0
20080928,HOU,JAC,2,30,23,JAC,HOU,4,7,16,28,J.Scobee,46,1,-3,1823,7,10,2008,1,0,0
20081214,GB,JAC,2,44,40,JAC,GB,4,8,16,33,J.Scobee,51,1,4,2680,7,3,2008,0,1,0
20081214,PIT,BAL,2,35,48,PIT,BAL,4,6,31,12,Je.Reed,31,0,-3,2148,0,3,2008,1,0,0
20081005,PIT,JAC,2,30,49,PIT,JAC,4,5,31,5,Je.Reed,23,0,3,1849,17,14,2008,1,0,0
20081005,PIT,JAC,2,42,42,PIT,JAC,4,3,31,20,Je.Reed,38,0,-7,2562,7,14,2008,1,0,0
20080921,PIT,PHI,2,30,16,PIT,PHI,4,11,31,36,Je.Reed,53,0,-7,1816,3,10,2008,1,0,0
20081116,SD,PIT,2,30,3,PIT,SD,1,3,31,3,Je.Reed,21,1,-7,1803,0,7,2008,1,0,0
20081207,DAL,PIT,2,32,44,PIT,DAL,4,6,31,6,Je.Reed,24,1,0,1964,0,0,2008,1,0,0
20081120,CIN,PIT,2,31,56,PIT,CIN,4,3,31,19,Je.Reed,37,1,0,1916,7,7,2008,1,0,0
20081109,IND,PIT,2,34,22,PIT,IND,4,5,31,24,Je.Reed,42,1,7,2062,14,7,2008,1,0,0
20081221,PIT,TEN,2,30,4,PIT,TEN,2,10,31,15,Je.Reed,33,0,-3,1804,7,10,2008,0,1,0
20081103,PIT,WAS,2,38,14,PIT,WAS,4,3,31,17,Je.Reed,35,0,-6,2294,0,6,2008,1,0,0
20081123,HOU,CLE,2,43,43,HOU,CLE,4,10,14,12,K.Brown,31,0,7,2623,7,0,2008,1,0,0
20081123,HOU,CLE,2,30,7,HOU,CLE,2,10,14,13,K.Brown,31,0,4,1807,10,6,2008,1,0,0
20081123,HOU,CLE,2,33,45,HOU,CLE,4,8,14,31,K.Brown,49,0,7,2025,10,3,2008,1,0,1
20081123,HOU,CLE,2,30,1,HOU,CLE,1,10,14,38,K.Brown,56,0,7,1801,13,6,2008,0,1,0
20081207,HOU,GB,2,31,54,HOU,GB,4,7,14,11,K.Brown,30,0,0,1914,7,7,2008,1,0,0
20081207,HOU,GB,2,30,1,HOU,GB,1,10,14,23,K.Brown,41,0,3,1801,10,7,2008,0,1,0
20081109,BAL,HOU,2,36,52,HOU,BAL,4,10,14,5,K.Brown,23,1,-7,2212,0,7,2008,1,0,0
20081214,TEN,HOU,2,45,0,HOU,TEN,4,7,14,14,K.Brown,32,1,-3,2700,0,3,2008,1,0,0
20081012,MIA,HOU,2,39,11,HOU,MIA,4,10,14,15,K.Brown,33,1,-11,2351,3,14,2008,1,0,0
20081005,IND,HOU,2,37,11,HOU,IND,4,8,14,19,K.Brown,37,1,-3,2231,7,10,2008,1,0,0
20081109,BAL,HOU,2,30,3,HOU,BAL,2,7,14,30,K.Brown,48,1,-9,1803,3,12,2008,1,0,0
20081221,HOU,OAK,2,30,42,HOU,OAK,4,2,14,6,K.Brown,24,0,-3,1842,10,13,2008,1,0,0
20081221,HOU,OAK,2,36,16,HOU,OAK,4,10,14,35,K.Brown,53,0,-6,2176,7,13,2008,1,0,0
20080907,HOU,PIT,2,34,34,HOU,PIT,4,14,14,16,K.Brown,34,0,-21,2074,0,21,2008,1,0,0
20081208,TB,CAR,2,36,37,TB,CAR,4,1,36,1,M.Bryant,20,0,-3,2197,0,3,2008,1,0,0
20081026,TB,DAL,2,32,28,TB,DAL,4,11,36,33,M.Bryant,51,0,3,1948,6,3,2008,0,1,0
20081005,TB,DEN,2,30,3,TB,DEN,2,6,36,13,M.Bryant,31,0,-3,1803,3,6,2008,1,0,0
20081102,TB,KC,2,43,8,TB,KC,4,4,36,7,M.Bryant,25,0,-14,2588,0,14,2008,1,0,0
20081102,TB,KC,2,30,4,TB,KC,1,10,36,25,M.Bryant,43,0,-21,1804,3,24,2008,1,0,0
20080907,TB,NO,2,30,8,TB,NO,3,3,36,19,M.Bryant,37,0,-7,1808,0,7,2008,1,0,0
20080928,GB,TB,2,36,47,TB,GB,4,4,36,5,M.Bryant,23,1,0,2207,7,7,2008,1,0,0
20081130,NO,TB,2,32,38,TB,NO,4,3,36,5,M.Bryant,23,1,0,1958,3,3,2008,1,0,0
20081116,MIN,TB,2,37,51,TB,MIN,4,8,36,8,M.Bryant,26,1,-7,2271,3,10,2008,1,0,0
20081019,SEA,TB,2,33,16,TB,SEA,4,1,36,10,M.Bryant,27,1,14,1996,14,0,2008,1,0,0
20080914,ATL,TB,2,39,11,TB,ATL,4,8,36,15,M.Bryant,33,1,14,2351,14,0,2008,1,0,0
20080928,GB,TB,2,31,12,TB,GB,4,7,36,18,M.Bryant,36,1,3,1872,10,7,2008,1,0,0
20081012,CAR,TB,2,39,3,TB,CAR,4,11,36,19,M.Bryant,37,1,11,2343,14,3,2008,1,0,0
20081130,NO,TB,2,44,54,TB,NO,4,3,36,21,M.Bryant,38,1,-3,2694,0,3,2008,1,0,0
20081019,SEA,TB,2,30,2,TB,SEA,4,7,36,29,M.Bryant,47,1,17,1802,17,0,2008,0,1,0
20081221,SD,TB,2,30,22,TB,SD,4,10,36,31,M.Bryant,49,1,-10,1822,7,17,2008,1,0,0
20081012,CAR,TB,2,30,14,TB,CAR,3,3,36,33,M.Bryant,51,1,14,1814,17,3,2008,0,1,0
20081130,CAR,GB,2,42,49,GB,CAR,4,2,13,14,M.Crosby,32,1,-7,2569,0,7,2008,1,0,0
20080908,MIN,GB,2,30,3,GB,MIN,3,10,13,15,M.Crosby,33,1,7,1803,10,3,2008,1,0,1
20081019,IND,GB,2,30,9,GB,IND,3,5,13,18,M.Crosby,36,1,10,1809,17,7,2008,0,1,0
20080921,DAL,GB,2,42,42,GB,DAL,4,4,13,20,M.Crosby,38,1,0,2562,3,3,2008,1,0,0
20080908,MIN,GB,2,33,26,GB,MIN,4,2,13,24,M.Crosby,42,1,4,2006,7,3,2008,1,0,0
20081005,ATL,GB,2,31,15,GB,ATL,4,19,13,35,M.Crosby,53,1,-10,1875,7,17,2008,0,1,0
20081116,CHI,GB,2,30,20,GB,CHI,4,5,13,35,M.Crosby,53,1,11,1820,14,3,2008,1,0,0
20081228,DET,GB,2,30,7,GB,DET,,,13,83,M.Crosby,69,1,7,1807,14,7,2008,0,1,0
20081214,GB,JAC,2,31,21,GB,JAC,4,5,13,5,M.Crosby,23,0,3,1881,10,7,2008,1,0,0
20081109,GB,MIN,2,30,3,GB,MIN,1,10,13,29,M.Crosby,47,0,-7,1803,7,14,2008,1,0,0
20081102,GB,TEN,2,41,27,GB,TEN,4,5,13,5,M.Crosby,23,0,-6,2487,0,6,2008,1,0,0
20080921,NO,DEN,2,30,3,NO,DEN,2,10,22,33,M.Gramatica,51,0,-7,1803,17,24,2008,0,1,0
20080914,NO,WAS,2,30,5,NO,WAS,1,10,22,31,M.Gramatica,49,0,-2,1805,7,9,2008,1,0,0
20081116,DEN,ATL,2,41,32,DEN,ATL,4,3,11,31,M.Prater,49,0,1,2492,7,6,2008,0,1,0
20081106,DEN,CLE,2,35,55,DEN,CLE,4,8,11,17,M.Prater,35,0,-10,2155,7,17,2008,1,0,0
20080921,NO,DEN,2,32,59,DEN,NO,4,7,11,9,M.Prater,27,1,4,1979,21,17,2008,1,0,0
20081221,BUF,DEN,2,43,17,DEN,BUF,4,8,11,12,M.Prater,30,1,10,2597,10,0,2008,1,0,0
20081005,TB,DEN,2,32,25,DEN,TB,4,4,11,22,M.Prater,40,1,0,1945,3,3,2008,1,0,0
20081123,OAK,DEN,2,30,4,DEN,OAK,3,6,11,25,M.Prater,43,1,0,1804,3,3,2008,0,1,0
20081123,OAK,DEN,2,33,3,DEN,OAK,4,10,11,26,M.Prater,44,1,-3,1983,0,3,2008,1,0,0
20081123,OAK,DEN,2,42,50,DEN,OAK,4,4,11,29,M.Prater,47,1,0,2570,0,0,2008,0,1,0
20080914,SD,DEN,2,35,58,DEN,SD,4,9,11,34,M.Prater,52,1,18,2158,21,3,2008,1,0,0
20081221,BUF,DEN,2,32,0,DEN,BUF,4,19,11,36,M.Prater,54,1,10,1920,13,3,2008,0,1,0
20081005,TB,DEN,2,45,0,DEN,TB,4,7,11,37,M.Prater,55,1,-3,2700,0,3,2008,1,0,0
20080928,DEN,KC,2,31,25,DEN,KC,4,2,11,10,M.Prater,28,0,-6,1885,7,13,2008,0,1,0
20080928,DEN,KC,2,30,14,DEN,KC,4,6,11,38,M.Prater,56,0,-6,1814,7,13,2008,1,0,0
20081130,DEN,NYJ,2,30,8,DEN,NYJ,2,10,11,17,M.Prater,35,0,10,1808,24,14,2008,1,0,0
20080908,DEN,OAK,2,39,58,DEN,OAK,4,8,11,8,M.Prater,26,0,7,2398,7,0,2008,1,0,0
20080907,CIN,BAL,2,31,46,BAL,CIN,4,3,3,3,M.Stover,21,1,7,1906,7,0,2008,1,0,0
