"main_colors","opp_colors","on_play","num_turns","won","cora","corc"
"WB","UB",TRUE,18,FALSE,1,0.38027951260071
"WB","G",FALSE,7,TRUE,1,0.38027951260071
"WB","UB",FALSE,9,TRUE,1,0.38027951260071
"WB","WG",TRUE,8,TRUE,1,0.38027951260071
"WB","WR",TRUE,9,FALSE,1,0.38027951260071
"WB","WB",TRUE,13,TRUE,1,0.38027951260071
"WB","WU",TRUE,7,TRUE,1,0.38027951260071
"WB","WB",TRUE,9,TRUE,1,0.38027951260071
"WB","UR",FALSE,7,TRUE,1,0.38027951260071
"UG","UB",FALSE,9,FALSE,-0.0404159917646258,-0.0409124885033219
"UG","UB",FALSE,8,TRUE,-0.0404159917646258,-0.0409124885033219
"UG","WBR",TRUE,5,TRUE,-0.0404159917646258,-0.0409124885033219
"UG","WBR",TRUE,7,TRUE,-0.0404159917646258,-0.0409124885033219
"UG","UG",TRUE,7,FALSE,-0.0404159917646258,-0.0409124885033219
"UG","BR",FALSE,11,TRUE,-0.0404159917646258,-0.0409124885033219
"UG","WB",FALSE,8,FALSE,-0.0404159917646258,-0.0409124885033219
"UB","G",TRUE,10,TRUE,0.416263938800814,0.412949177145744
"UB","UBG",FALSE,10,TRUE,0.416263938800814,0.412949177145744
"UB","UB",FALSE,8,TRUE,0.416263938800814,0.412949177145744
"UB","BG",FALSE,11,TRUE,0.416263938800814,0.412949177145744
"UB","UB",FALSE,10,TRUE,0.416263938800814,0.412949177145744
"UB","RG",TRUE,7,TRUE,0.416263938800814,0.412949177145744
"UB","WB",TRUE,8,FALSE,0.416263938800814,0.412949177145744
"UB","UR",FALSE,8,TRUE,0.416263938800814,0.412949177145744
"WG","BR",TRUE,11,TRUE,0.430910157813872,-0.0395627225504506
"WG","WR",FALSE,12,FALSE,0.430910157813872,-0.0395627225504506
"WG","WR",FALSE,10,TRUE,0.430910157813872,-0.0395627225504506
"WG","WU",FALSE,17,TRUE,0.430910157813872,-0.0395627225504506
"WG","WB",FALSE,5,FALSE,0.430910157813872,-0.0395627225504506
"WG","UB",TRUE,7,TRUE,0.430910157813872,-0.0395627225504506
"WG","UBRG",TRUE,15,FALSE,0.430910157813872,-0.0395627225504506
"UG","BRG",TRUE,16,TRUE,-0.0425350787046258,-0.0430576077070073
"UG","UR",TRUE,8,FALSE,-0.0425350787046258,-0.0430576077070073
"UG","WB",TRUE,7,TRUE,-0.0425350787046258,-0.0430576077070073
"UG","RG",TRUE,6,TRUE,-0.0425350787046258,-0.0430576077070073
"UG","WU",TRUE,11,FALSE,-0.0425350787046258,-0.0430576077070073
"UG","UB",TRUE,7,TRUE,-0.0425350787046258,-0.0430576077070073
"UG","BR",FALSE,9,TRUE,-0.0425350787046258,-0.0430576077070073
"UG","BR",TRUE,8,TRUE,-0.0425350787046258,-0.0430576077070073
"UG","WB",FALSE,13,FALSE,-0.0425350787046258,-0.0430576077070073
"WB","BR",TRUE,8,FALSE,0.874949694448883,0.397918154038344
"WB","WB",TRUE,13,TRUE,0.874949694448883,0.397918154038344
"WB","WB",FALSE,12,FALSE,0.874949694448883,0.397918154038344
"WB","UB",TRUE,9,TRUE,0.874949694448883,0.397918154038344
"WB","UB",TRUE,9,FALSE,0.874949694448883,0.397918154038344
"BR","U",TRUE,6,TRUE,0.38027951260071,1
"BR","UG",TRUE,9,FALSE,0.38027951260071,1
"BR","UB",TRUE,11,FALSE,0.39371265357876,0.990408349457136
"BR","RG",FALSE,7,FALSE,0.39371265357876,0.990408349457136
"UG","WUG",TRUE,11,TRUE,-0.0388314232882045,-0.0393084541410858
"UG","WG",FALSE,9,TRUE,-0.0388314232882045,-0.0393084541410858
"UG","WU",TRUE,11,TRUE,-0.0388314232882045,-0.0393084541410858
"UG","UB",TRUE,7,TRUE,-0.0388314232882045,-0.0393084541410858
"UG","WG",TRUE,14,FALSE,-0.0388314232882045,-0.0393084541410858
"UG","BR",FALSE,8,TRUE,-0.0388314232882045,-0.0393084541410858
"UG","WU",TRUE,15,FALSE,-0.0388314232882045,-0.0393084541410858
"UG","UG",FALSE,8,TRUE,-0.0388314232882045,-0.0393084541410858
"UG","UBG",TRUE,10,FALSE,-0.0388314232882045,-0.0393084541410858
"UB","UR",FALSE,8,TRUE,0.396780773444161,0.379235485814028
"UB","R",FALSE,9,FALSE,0.396780773444161,0.379235485814028
"UB","G",FALSE,11,TRUE,0.396780773444161,0.379235485814028
"UB","WU",FALSE,7,FALSE,0.396780773444161,0.379235485814028
"UB","URG",FALSE,10,FALSE,0.396780773444161,0.379235485814028
"UG","WG",TRUE,9,FALSE,-0.0412846547661754,0.110667961357764
"UG","WB",TRUE,9,TRUE,-0.0412846547661754,0.110667961357764
"UG","UG",TRUE,13,TRUE,-0.0412846547661754,0.110667961357764
"UG","UB",TRUE,14,FALSE,-0.0412846547661754,0.110667961357764
"UG","WB",FALSE,10,FALSE,-0.0412846547661754,0.110667961357764
"BR","URG",TRUE,11,FALSE,0.33854019055624,0.809231685823833
"BR","RG",FALSE,8,TRUE,0.33854019055624,0.809231685823833
"BR","WG",TRUE,8,FALSE,0.33854019055624,0.809231685823833
"BR",NA,TRUE,3,TRUE,0.347011751544945,0.800828103544598
"BR","WG",TRUE,6,TRUE,0.347011751544945,0.800828103544598
"BR","WB",FALSE,7,TRUE,0.347011751544945,0.800828103544598
"BR","WU",TRUE,12,FALSE,0.347011751544945,0.800828103544598
"WU","BG",TRUE,10,TRUE,0.426544487885045,-0.037436604930611
"WU","UR",FALSE,11,FALSE,0.426544487885045,-0.037436604930611
"WU","BR",FALSE,12,FALSE,0.426544487885045,-0.037436604930611
"WU","WRG",FALSE,9,FALSE,0.426544487885045,-0.037436604930611
"WG","BR",TRUE,7,TRUE,0.399282632586654,-0.0390590260730678
"WG","UB",FALSE,8,FALSE,0.399282632586654,-0.0390590260730678
"WG","WG",FALSE,18,TRUE,0.399282632586654,-0.0390590260730678
"WG","UR",TRUE,11,FALSE,0.399282632586654,-0.0390590260730678
"WG","UG",FALSE,16,FALSE,0.399282632586654,-0.0390590260730678
"BR","UB",TRUE,7,FALSE,0.491881394247205,0.785318671228594
"BR","WB",TRUE,8,FALSE,0.491881394247205,0.785318671228594
"BR","UB",FALSE,9,FALSE,0.489287009463613,0.781176577555739
"WB","BR",FALSE,8,TRUE,0.873711937854294,0.406600564836281
"WB","WG",TRUE,11,TRUE,0.873711937854294,0.406600564836281
"WB","WRG",FALSE,14,TRUE,0.873711937854294,0.406600564836281
"WB","WB",TRUE,8,FALSE,0.873711937854294,0.406600564836281
"WB","BR",FALSE,9,FALSE,0.873711937854294,0.406600564836281
"WB","RG",FALSE,10,TRUE,0.873711937854294,0.406600564836281
"WB","UG",FALSE,8,FALSE,0.873711937854294,0.406600564836281
"BR","WUB",TRUE,8,FALSE,0.360969633929629,0.834612374766695
"BR","WU",FALSE,9,FALSE,0.360969633929629,0.834612374766695
"BR","BG",TRUE,6,TRUE,0.360969633929629,0.834612374766695
"BR","W",FALSE,9,TRUE,0.360969633929629,0.834612374766695
"BR","BG",TRUE,8,TRUE,0.360969633929629,0.834612374766695
"BR","WR",TRUE,9,TRUE,0.360969633929629,0.834612374766695
"BR","BR",TRUE,6,TRUE,0.360969633929629,0.834612374766695
"BR","UG",FALSE,9,FALSE,0.360969633929629,0.834612374766695
"UB","UB",TRUE,12,TRUE,0.390710579422302,0.355167574313785
"UB","WB",TRUE,12,TRUE,0.390710579422302,0.355167574313785
"UB","BR",FALSE,8,FALSE,0.390710579422302,0.355167574313785
"UB","WR",FALSE,8,TRUE,0.390710579422302,0.355167574313785
"UB","WG",TRUE,8,FALSE,0.390710579422302,0.355167574313785
"UB","WU",FALSE,8,FALSE,0.390710579422302,0.355167574313785
"UG","WR",TRUE,6,TRUE,-0.0361515690843307,-0.0365956788380552
"UG","WG",TRUE,8,FALSE,-0.0361515690843307,-0.0365956788380552
"UG","UB",TRUE,12,TRUE,-0.0361515690843307,-0.0365956788380552
"UG","WB",TRUE,8,FALSE,-0.0361515690843307,-0.0365956788380552
"UG","WRG",FALSE,13,TRUE,-0.0361515690843307,-0.0365956788380552
"UG","W",FALSE,9,TRUE,-0.0361515690843307,-0.0365956788380552
"UG","WG",TRUE,10,FALSE,-0.0361515690843307,-0.0365956788380552
"WU","G",FALSE,8,TRUE,0.363880735343276,-0.0368005881135769
"WU","BG",FALSE,10,FALSE,0.363880735343276,-0.0368005881135769
"WU","BG",FALSE,10,FALSE,0.363880735343276,-0.0368005881135769
"WU","BR",FALSE,8,TRUE,0.370038192681898,-0.0368005881135769
"WU","BR",TRUE,10,TRUE,0.370038192681898,-0.0368005881135769
"WU","RG",FALSE,8,TRUE,0.370038192681898,-0.0368005881135769
"WU","UR",FALSE,11,FALSE,0.370038192681898,-0.0368005881135769
"UB","WB",TRUE,7,TRUE,0.456242595422603,0.397918154038344
"UB","WR",TRUE,8,TRUE,0.456242595422603,0.397918154038344
"UB","WG",TRUE,8,FALSE,0.456242595422603,0.397918154038344
"UB","UB",FALSE,11,FALSE,0.456242595422603,0.397918154038344
"UB","UG",FALSE,8,TRUE,0.456242595422603,0.397918154038344
"UB","UB",TRUE,8,FALSE,0.456242595422603,0.397918154038344
"WU","RG",FALSE,9,FALSE,0.380224127844449,-0.0365956788380552
"WU","BRG",FALSE,8,FALSE,0.380224127844449,-0.0365956788380552
"WU","UB",TRUE,10,TRUE,0.380224127844449,-0.0365956788380552
"WU","RG",FALSE,10,FALSE,0.380224127844449,-0.0365956788380552
"BRG","RG",FALSE,6,TRUE,0.269479919806281,0.609228841102945
"BRG","BG",TRUE,7,TRUE,0.269479919806281,0.609228841102945
"BRG","RG",FALSE,7,FALSE,0.269479919806281,0.609228841102945
"BRG","BR",FALSE,9,FALSE,0.269479919806281,0.609228841102945
"BRG","UG",TRUE,10,FALSE,0.269479919806281,0.609228841102945
"BG","UG",TRUE,9,TRUE,0.382353107359141,0.327596004572592
"BG","UBR",TRUE,10,FALSE,0.382353107359141,0.327596004572592
"BG","UB",FALSE,13,FALSE,0.382353107359141,0.327596004572592
"BG","WUB",FALSE,12,TRUE,0.382353107359141,0.327596004572592
"BG","BR",FALSE,6,FALSE,0.382353107359141,0.327596004572592
"UR","BG",FALSE,12,TRUE,-0.0374197171799952,0.383261884365008
"UR","UB",FALSE,7,FALSE,-0.0374197171799952,0.383261884365008
"UR","BR",TRUE,10,FALSE,-0.0374197171799952,0.383261884365008
"UR","UB",TRUE,10,TRUE,-0.0374197171799952,0.383261884365008
"UR","BR",FALSE,9,TRUE,-0.0374197171799952,0.383261884365008
"UR","BR",TRUE,8,FALSE,-0.0374197171799952,0.383261884365008
"WU","BR",FALSE,6,FALSE,0.443581163835254,0.00937387997300277
"WU","BG",FALSE,9,FALSE,0.443581163835254,0.00937387997300277
"WU","WB",FALSE,7,TRUE,0.443581163835254,0.00937387997300277
"WU","UG",TRUE,10,TRUE,0.36346606593825,-0.0409124885033219
"WU","WU",FALSE,13,TRUE,0.36346606593825,-0.0409124885033219
"WU","RG",FALSE,7,TRUE,0.36346606593825,-0.0409124885033219
"WU","UB",TRUE,11,TRUE,0.36346606593825,-0.0409124885033219
"WU","WU",TRUE,11,TRUE,0.36346606593825,-0.0409124885033219
"WU","BR",TRUE,10,FALSE,0.36346606593825,-0.0409124885033219
"RG","WU",FALSE,8,TRUE,0.0144482960195296,0.309497317852472
"RG","UB",FALSE,7,FALSE,0.0144482960195296,0.309497317852472
"RG","BR",FALSE,12,TRUE,0.0144482960195296,0.309497317852472
"RG","BR",FALSE,7,FALSE,0.0144482960195296,0.309497317852472
"RG","BG",TRUE,10,TRUE,0.0144482960195296,0.309497317852472
"RG","WBR",TRUE,11,TRUE,0.0144482960195296,0.309497317852472
"RG","WG",TRUE,13,FALSE,0.0144482960195296,0.309497317852472
"WU","UR",FALSE,8,TRUE,0.308868212594545,-0.0354342035680854
"WU","WU",FALSE,6,FALSE,0.307272774814806,-0.0352511705955674
"WU","WR",TRUE,9,TRUE,0.307272774814806,-0.0352511705955674
"WU","WBG",FALSE,13,FALSE,0.307272774814806,-0.0352511705955674
"WU","UB",FALSE,13,TRUE,0.307272774814806,-0.0352511705955674
"WU","B",TRUE,6,FALSE,0.307272774814806,-0.0352511705955674
"WR","WBG",FALSE,10,TRUE,0.378130319930431,0.374556509265555
"WR","UB",TRUE,5,TRUE,0.378130319930431,0.374556509265555
"WR","BR",FALSE,6,FALSE,0.378130319930431,0.374556509265555
"WR","WRG",TRUE,9,TRUE,0.378130319930431,0.374556509265555
"WR","WR",FALSE,10,TRUE,0.378130319930431,0.374556509265555
"WR","WR",FALSE,8,TRUE,0.378130319930431,0.374556509265555
"WR","WG",FALSE,10,FALSE,0.378130319930431,0.374556509265555
"WR","UB",TRUE,5,TRUE,0.378130319930431,0.374556509265555
"WR","UB",TRUE,7,FALSE,0.378130319930431,0.374556509265555
"WG","UB",FALSE,8,TRUE,0.3935618754406,-0.037879405702573
"WG","WG",FALSE,11,FALSE,0.3935618754406,-0.037879405702573
"WG","RG",TRUE,12,FALSE,0.3935618754406,-0.037879405702573
"WG","UR",FALSE,9,TRUE,0.3935618754406,-0.037879405702573
"WG","UB",TRUE,12,FALSE,0.3935618754406,-0.037879405702573
"RG","UB",TRUE,11,FALSE,-0.0363539916671397,0.321203081893887
"RG","WR",FALSE,6,FALSE,-0.0363539916671397,0.321203081893887
"RG","RG",FALSE,8,TRUE,-0.0363539916671397,0.321203081893887
"RG","W",TRUE,11,FALSE,-0.0363539916671397,0.321203081893887
"BR","WB",TRUE,8,FALSE,0.361854611803473,0.72628347232448
"BR","WRG",FALSE,17,TRUE,0.361854611803473,0.72628347232448
"BR","WU",TRUE,7,TRUE,0.361854611803473,0.72628347232448
"BR","WG",TRUE,12,TRUE,0.361854611803473,0.72628347232448
"BR","WG",TRUE,10,FALSE,0.361854611803473,0.72628347232448
"BR","BR",FALSE,9,TRUE,0.361854611803473,0.72628347232448
"BR","WBR",FALSE,17,TRUE,0.361854611803473,0.72628347232448
"BR","BR",TRUE,8,TRUE,0.361854611803473,0.72628347232448
"BR","BR",FALSE,10,FALSE,0.361854611803473,0.72628347232448
"RG","BRG",TRUE,11,TRUE,-0.0381059720114784,0.356785614229316
"RG","RG",TRUE,7,TRUE,-0.0381059720114784,0.356785614229316
"RG","WB",FALSE,7,TRUE,-0.0363539916671397,0.340381849930001
"RG","WG",TRUE,8,TRUE,-0.0363539916671397,0.340381849930001
"RG","BR",FALSE,9,FALSE,-0.0363539916671397,0.340381849930001
"RG","WG",FALSE,11,TRUE,-0.0363539916671397,0.340381849930001
"RG","U",FALSE,4,TRUE,-0.0363539916671397,0.340381849930001
"RG","UB",FALSE,8,FALSE,-0.0363539916671397,0.340381849930001
"RG","WG",FALSE,8,FALSE,-0.0363539916671397,0.340381849930001
"WG","WU",TRUE,9,FALSE,0.43471778371145,-0.0393084541410858
"WG","UB",TRUE,11,FALSE,0.43471778371145,-0.0393084541410858
"WG",NA,TRUE,3,TRUE,0.43471778371145,-0.0393084541410858
"WG","UG",TRUE,10,FALSE,0.43471778371145,-0.0393084541410858
"UG","WUR",TRUE,7,TRUE,-0.0367692516735013,-0.0372209494481473
"UG","BR",FALSE,11,FALSE,-0.0367692516735013,-0.0372209494481473
"UG","WBG",FALSE,10,TRUE,-0.0367692516735013,-0.0372209494481473
"UG","BR",TRUE,12,FALSE,-0.0367692516735013,-0.0372209494481473
"UG","BR",TRUE,5,TRUE,-0.0365598530367673,-0.0370089784202461
"UG","BR",FALSE,6,TRUE,-0.0365598530367673,-0.0370089784202461
"UG","RG",FALSE,12,FALSE,-0.0365598530367673,-0.0370089784202461
"BR","BRG",FALSE,9,FALSE,0.419295360542184,0.835968193856594
"BR","UBG",FALSE,10,TRUE,0.419295360542184,0.835968193856594
"BR","WR",TRUE,8,TRUE,0.419295360542184,0.835968193856594
"BR","G",TRUE,5,TRUE,0.419295360542184,0.835968193856594
"BR","UG",FALSE,8,TRUE,0.419295360542184,0.835968193856594
"BR","B",TRUE,6,TRUE,0.419295360542184,0.835968193856594
"BR","BR",TRUE,8,TRUE,0.419295360542184,0.835968193856594
"BR","UB",TRUE,9,TRUE,0.419295360542184,0.835968193856594
"WB","UB",FALSE,8,FALSE,0.898046490750771,0.368756771999341
"WB","WU",FALSE,10,TRUE,0.898046490750771,0.368756771999341
"WB","WBR",TRUE,9,TRUE,0.898046490750771,0.368756771999341
"WB","BR",FALSE,9,TRUE,0.898046490750771,0.368756771999341
"WB","WUR",FALSE,9,TRUE,0.898046490750771,0.368756771999341
"WB","WG",TRUE,9,TRUE,0.898046490750771,0.368756771999341
"WB","RG",FALSE,11,FALSE,0.898046490750771,0.368756771999341
"WB","UB",FALSE,8,TRUE,0.898046490750771,0.368756771999341
"WB","UB",TRUE,10,FALSE,0.898046490750771,0.368756771999341
"WB","WB",FALSE,9,FALSE,0.871936088320146,0.356785614229316
"WB","WR",TRUE,8,TRUE,0.871936088320146,0.356785614229316
"WB","UB",FALSE,13,FALSE,0.871936088320146,0.356785614229316
"WB","WU",FALSE,12,TRUE,0.871936088320146,0.356785614229316
"WB","WB",TRUE,10,FALSE,0.871936088320146,0.356785614229316
"WB","WU",FALSE,11,TRUE,0.882687547372034,0.387543543992044
"WB","WU",FALSE,13,FALSE,0.882687547372034,0.387543543992044
"WB","BR",TRUE,6,TRUE,0.882687547372034,0.387543543992044
"WB","WU",TRUE,14,TRUE,0.882687547372034,0.387543543992044
"WB","UR",FALSE,6,TRUE,0.882687547372034,0.387543543992044
"WB","BG",TRUE,8,TRUE,0.888988140674932,0.387543543992044
"WB","BR",TRUE,6,TRUE,0.888988140674932,0.387543543992044
"WB","UB",FALSE,12,FALSE,0.888988140674932,0.387543543992044
"WB","WR",TRUE,14,FALSE,0.888988140674932,0.387543543992044
"RG","WU",FALSE,11,FALSE,-0.0369822900518083,0.339761187568969
"RG","UB",FALSE,8,FALSE,-0.0369822900518083,0.339761187568969
"RG","WU",FALSE,12,TRUE,0.0168807045751723,0.453583876877856
"RG","BG",TRUE,6,TRUE,0.0168807045751723,0.453583876877856
"RG","WU",TRUE,8,FALSE,0.0168807045751723,0.453583876877856
"RG","WR",TRUE,9,FALSE,0.0168807045751723,0.453583876877856
"RG","RG",FALSE,9,TRUE,0.0168807045751723,0.453583876877856
"RG","BR",FALSE,14,TRUE,0.0168807045751723,0.453583876877856
"RG","UG",TRUE,7,TRUE,0.0168807045751723,0.453583876877856
"RG","BR",FALSE,11,TRUE,0.0168807045751723,0.453583876877856
"RG","G",FALSE,6,FALSE,0.0168807045751723,0.453583876877856
"RG","BRG",FALSE,10,FALSE,-0.0406994254071255,0.402539305291184
"RG","WG",FALSE,10,TRUE,-0.0406994254071255,0.402539305291184
"RG","WU",FALSE,8,FALSE,-0.0406994254071255,0.402539305291184
"RG","UB",FALSE,9,TRUE,-0.0406994254071255,0.402539305291184
"RG","WBG",FALSE,8,FALSE,-0.0406994254071255,0.402539305291184
"UR","UB",FALSE,8,FALSE,-0.0369834406355591,0.336916513600728
"UR","UB",FALSE,11,FALSE,-0.0369834406355591,0.336916513600728
"UR","UB",TRUE,7,FALSE,-0.0369834406355591,0.336916513600728
"WB","UR",FALSE,8,TRUE,0.906121111295758,0.35684624668496
"WB","WBR",FALSE,11,TRUE,0.906121111295758,0.35684624668496
"WB","UG",TRUE,8,FALSE,0.906121111295758,0.35684624668496
"WB","WB",TRUE,11,FALSE,0.906121111295758,0.35684624668496
"WB","UB",FALSE,9,FALSE,0.906121111295758,0.35684624668496
"WB","BG",FALSE,10,FALSE,0.906004980050016,0.405421947887532
"WB","WBG",TRUE,12,FALSE,0.906004980050016,0.405421947887532
"WB","UB",TRUE,8,FALSE,0.893480836948112,0.375245674104896
"WU","UB",FALSE,11,FALSE,0.390967098099066,-0.0424105548109565
"WU","WUR",TRUE,9,FALSE,0.390967098099066,-0.0424105548109565
"WU","RG",FALSE,7,FALSE,0.390967098099066,-0.0424105548109565
"UB","W",FALSE,6,TRUE,0.419295360542184,0.394300702793198
"UB","WB",FALSE,7,FALSE,0.419295360542184,0.394300702793198
"UB","BG",FALSE,9,FALSE,0.419295360542184,0.394300702793198
"UB","BR",TRUE,6,TRUE,0.419295360542184,0.394300702793198
"UB","UB",TRUE,8,TRUE,0.419295360542184,0.394300702793198
"UB","BR",TRUE,11,TRUE,0.419295360542184,0.394300702793198
"UB","WB",TRUE,15,TRUE,0.419295360542184,0.394300702793198
"UB","UG",TRUE,9,TRUE,0.419295360542184,0.394300702793198
"UB","UB",FALSE,9,TRUE,0.419295360542184,0.394300702793198
"WU","WR",FALSE,11,TRUE,0.431959323240451,-0.0390590260730678
"WU","WRG",TRUE,8,FALSE,0.431959323240451,-0.0390590260730678
"WU","BR",TRUE,8,FALSE,0.431959323240451,-0.0390590260730678
"WU","WU",TRUE,11,TRUE,0.431959323240451,-0.0390590260730678
"UB","BG",TRUE,6,TRUE,0.419297851390872,0.417096922074458
"UB","WB",FALSE,7,TRUE,0.419297851390872,0.417096922074458
"UB","WB",TRUE,6,TRUE,0.463382663275811,0.456746642067957
"UB","WR",FALSE,9,FALSE,0.463382663275811,0.456746642067957
"UB","UB",FALSE,6,FALSE,0.463382663275811,0.456746642067957
"UB","WU",TRUE,8,TRUE,0.463382663275811,0.456746642067957
"UB","UG",FALSE,11,FALSE,0.463382663275811,0.456746642067957
"UG","RG",TRUE,8,FALSE,-0.0390826060031855,-0.0395627225504506
"UG","WG",FALSE,8,FALSE,-0.0390826060031855,-0.0395627225504506
"UG","WBR",TRUE,6,FALSE,-0.0390826060031855,-0.0395627225504506
"UB","UG",FALSE,9,FALSE,0.493187339454333,0.455454458146686
"UB","WR",TRUE,10,FALSE,0.493187339454333,0.455454458146686
"UB","WU",TRUE,8,TRUE,0.493187339454333,0.455454458146686
"UB","UBG",TRUE,8,TRUE,0.493187339454333,0.455454458146686
"UB","WB",FALSE,9,FALSE,0.493187339454333,0.455454458146686
"WU","WRG",TRUE,9,FALSE,0.365951413738234,-0.0363941547464507
"WU","UR",FALSE,9,FALSE,0.365951413738234,-0.0363941547464507
"WU","UR",TRUE,10,TRUE,0.365951413738234,-0.0363941547464507
"WU","UG",TRUE,15,FALSE,0.365951413738234,-0.0363941547464507
"RG","WU",FALSE,8,FALSE,-0.0371990748510577,0.328669753659027
"RG","BR",FALSE,7,TRUE,-0.0371990748510577,0.328669753659027
"RG","WG",TRUE,6,TRUE,-0.0371990748510577,0.328669753659027
"RG","UB",TRUE,9,FALSE,-0.0371990748510577,0.328669753659027
"RG","BR",TRUE,8,FALSE,-0.0371990748510577,0.328669753659027
"UB","WU",TRUE,6,TRUE,0.324689706535303,0.462508867867457
"UB","UB",FALSE,6,TRUE,0.324689706535303,0.462508867867457
"UB","G",TRUE,4,FALSE,0.324689706535303,0.462508867867457
"UB","BR",FALSE,4,FALSE,0.324689706535303,0.462508867867457
"UB","WB",TRUE,12,FALSE,0.324689706535303,0.462508867867457
"BR","WB",FALSE,7,FALSE,0.364322852621218,0.707698631921373
"BR","BR",FALSE,8,TRUE,0.364322852621218,0.707698631921373
"BR","RG",FALSE,7,FALSE,0.364322852621218,0.707698631921373
"BR","UR",FALSE,6,FALSE,0.364322852621218,0.707698631921373
"UB","UR",TRUE,8,FALSE,0.446441505395224,0.406600564836281
"UB","BR",FALSE,8,TRUE,0.446441505395224,0.406600564836281
"UB","R",TRUE,6,TRUE,0.446441505395224,0.406600564836281
"UB","B",FALSE,8,TRUE,0.446441505395224,0.406600564836281
"UB","UBG",TRUE,10,TRUE,0.446441505395224,0.406600564836281
"UB","UB",FALSE,9,TRUE,0.446441505395224,0.406600564836281
"UB","WG",TRUE,12,TRUE,0.446441505395224,0.406600564836281
"UB","UB",TRUE,10,FALSE,0.446441505395224,0.406600564836281
"UB","UB",FALSE,9,FALSE,0.446441505395224,0.406600564836281
